,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
0,8/2/2011 6:45,1312263937,a,40.79,11.296043656207368,1254.050049,10.867012938976892,0.4290307172304768,54.36,16.18,2.38,3.71,14.46,14.8,6.94,27,17.77,13850000000,13850000000,12.44,0.63,2.25,11.89,2.25,2930000000,11.89,890000000,2.52,85.2,31.9,2980000000,8.55,2150000000,3.2,11.36,13850000000,1.55,0.25,82.1,4360000,1.2,1.4,5420000,outperform
1,4/13/2004 4:20,1081826410,aa,34.26,0,1129.439941,0,0,0.595,24.92,1.33,2.41,6.4,8.44,4.52,10.66,25.638,29780000000,36340000000,12.98,1.26,1.65,10.8,1.65,4019999999.9999995,10.8,1190000000,1.375,53.7,11.4,459000000,0.53,7310000000,1.374,14.078,2530000000,1.808,1,79.36,12540000,2.497,1.46,12700000,underperform
2,9/9/2004 16:15,1094742945,aa,32.89,-3.998832458,1118.380005,-0.979240737,-3.019591721,0.561,20.88,1.26,2.34,7.04,9.46,5.08,11.87,25.984,28610000000,35240000000,12.75,1.43,1.56,9.7,1.56,4019999999.9999995,9.7,1370000000,1.575,53.7,11.4,466000000,0.54,6880000000,1.372,14.049,1780000000,1.676,1,76.64,7780000,1.935,0.9,7930000,underperform
3,11/24/2004 10:37,1101289040,aa,33.58,-1.98482195,1181.76001,4.632390542,-6.617212491,0.53,21.15,1.26,2.34,7.01,9.57,5.13,11.58,26.536,29230000000,35370000000,13.49,1.47,1.52,9.53,1.52,4019999999.9999995,9.53,1390000000,1.588,53.7,11.4,561000000,0.64,6650000000,1.293,14.36,2140000000.0000002,1.736,1.04,77.19,9910000,2.209,1.15,10140000,underperform
4,1/13/2005 7:18,1105597112,aa,29.43,-14.09807356,1177.449951,4.250780254635953,-18.34885381,0.457,18.43,1.1,1.95,7.02,9.39,5.12,11.17,26.757,25630000000,31510000000,11.96,1.12,1.34,8.57,1.34,4019999999.9999995,8.57,1400000000,1.597,53.7,11.4,457000000,0.52,6080000000,1.322,15.207,2140000000.0000002,1.611,1.04,77.16,12810000,2.918,1.49,9910000,underperform
5,2/7/2005 3:48,1107744517,aa,29.37,-14.2732049,1201.719971,6.399634666364247,-20.67283957,0.457,18.39,1.08,1.92,7.02,9.39,5.12,11.17,26.757,25580000000,31260000000,11.89,1.39,1.33,8.5,1.33,4019999999.9999995,8.5,1400000000,1.6,53.7,11.4,457000000,0.52,6080000000,1.322,15.207,2140000000.0000002,1.611,1.04,75.67,11840000,1.892,1.37,12810000,underperform
6,11/2/2011 22:04,1320267887,aa,10.7,-68.76824285,1237.900024,9.602996942357994,-78.37123979,50.93,11.23,0.45,0.74,4.31,8.64,3.41,7.22,23.44,19100000000,19100000000,10.39,0.34,0.78,5.29,0.78,3840000000,5.29,1060000000,0.95,182,21.4,1340000000,1.25,9310000000,1.36,13.97,19100000000,2.01,0.09,59.6,61460000,1.5,5.8,63780000,underperform
7,6/3/2004 1:20,1086222038,aapl,28.92,29.569892473118287,1116.640015,-1.706822311,31.276714784590837,2.921,63.7,1.49,2.33,2.36,2.31,2.54,3.95,19.326,10990000000,6070000000,37.08,2.89,0.85,21.08,0.85,1710000000,21.08,169000000,0.454,6.2,8.1,4590000000,12.09,2.921,2.921,12.042,361000000,1.701,1.06,66.12,11710000,1.978,3.12,17190000,outperform
8,8/10/2004 2:02,1092099764,aapl,30.3,35.752688172043015,1079.040039,-5.016591863,40.76928003539067,2.917,54.4,1.51,2.38,2.76,3,3.09,4.78,20.197,11750000000,6590000000,34.43,2.65,0.86,17.9,0.86,1710000000,17.9,211000000,0.557,6.2,8.1,4970000000,12.8,2.917,2.917,12.493,361000000,1.744,1.19,64.33,13030000,1.386,3.4,12480000,outperform
9,10/12/2004 5:40,1097556057,aapl,38.59,72.89426523297492,1121.839966,-1.249092246,74.14335748,2.917,69.28,1.98,3.13,2.76,3,3.09,4.78,20.197,14970000000,10190000000,41.05,3.38,1.33,27.68,1.33,1710000000,27.68,211000000,0.557,6.2,8.1,4970000000,12.8,2.917,2.917,12.493,564000000,1.802,1.19,67.52,14960000,2.196,3.9,12800000,outperform
10,1/26/2005 15:16,1106749007,aapl,71.94,222.31182795698925,1174.069946,3.348495728892397,218.96333222809685,2.581,57.83,2.99,5.03,5.2,6.71,6.62,10.37,24.517,29100000000,22700000000,30.35,1.71,2.33,34.66,2.33,2260000000,34.66,508000000,1.244,300,33.4,6450000000,15.94,2.581,2.581,14.312,934000000,1.81,1.47,71.08,14380000,0.892,3.61,19400000,outperform
11,2/4/2005 3:07,1107482828,aapl,77.81,248.61111111111111,1203.030029,5.897731423435815,242.71337968767529,2.581,62.55,3.3,5.56,5.2,6.71,6.62,10.37,24.517,31480000000,26090000000,32.83,1.92,2.67,32.09,2.67,2260000000,32.09,508000000,1.24,300,33.4,6450000000,15.78,2.581,2.581,14.312,934000000,1.81,1.54,68.75,15590000,0.761,3.88,14380000,outperform
12,3/1/2005 10:36,1109669763,aapl,44.86,100.98566308243726,1210.410034,6.547362578564372,94.43830050387288,2.581,72.01,1.86,3.11,5.2,6.71,6.63,10.37,12.259,18330000000,30210000000,18.24,2.06,3.09,37.16,3.09,2260000000,37.16,508000000,0.62,300,33.4,6450000000,7.89,2.581,2.581,14.312,1490000000,1.8,1.54,74.88,30650000,0.87,3.81,31180000,outperform
13,1/28/2004 7:37,1075271854,abc,56.36,0,1128.47998,0,0,0.429,14.1,0.12,1.52,0.9,1.78,3.76,11.95,432.868,6320000000,7780000000,12.2,0.91,0.15,8.01,0.15,2250000000,8.01,456960000,3.998,27.9,9.8,283220000,2.53,1770000000,1.452,36.89,354820000,0.123,2,84.35,5480000,2.458,4.98,5780000,underperform
14,10/20/2004 1:31,1098232286,abc,52.1,-7.558552165,1103.660034,-2.199413941,-5.359138224,0.331,12.13,0.11,1.36,0.95,1.77,4.06,12,445.314,5860000000,6510000000,12.58,0.91,0.12,6.5,0.12,2250000000,6.5,495930000,4.294,27.9,9.8,903170000,8.03,1460000000,1.39,39.075001,992100000,0.071,1.99,90.22,7530000,5.682,6.84,6800000,underperform
15,3/30/2005 19:52,1112212362,abc,55.44,-1.632363378,1181.410034,4.690384848,-6.322748227,0.291,14.67,0.11,1.36,0.81,1.48,3.62,10.1,460.193,6160000000,6710000000,14.07,1.23,0.13,7.68,0.13,2180000000,7.68,430770000,3.78,6.2,7.1,529539999.99999994,4.77,1230000000,1.343,39.708,1400000000,0.024,1.18,93.01,5510000,4.345,5.02,4260000,underperform
16,5/26/2005 1:50,1117068644,abc,65.93,16.98012775017744,1197.619995,6.126826902148494,10.853300848028947,0.23,19.23,0.13,1.65,0.72,1.32,3.25,9.01,466.43,6870000000,14150000000,16.57,1.45,0.27,17.97,0.27,2180000000,17.97,385260000,3.43,6.2,7.1,1150000000,11.07,957800000,1.258,39.949001,688700000,0.031,1.06,95,7780000,4.636,7.54,6390000,outperform
17,7/8/2011 0:04,1310079855,abc,43.05,-23.61603974,1343.800049,19.080539559062434,-42.6965793,42.86,17.89,0.15,3.76,0.86,1.45,5.02,22.78,284.55,11240000000,11240000000,15.49,1.36,0.14,8.95,0.14,2360000000,8.95,679310000,2.41,18.4,2.4,1910000000,6.98,1340000000,1.1,11.45,11240000000,0.77,0.71,93.2,4820000,2.2,1.8,4410000,underperform
18,9/20/2004 13:31,1095683462,abt,42.92,0,1122.199951,0,0,0.543,21.75,3.4,5.22,15.73,19.08,11.53,24.56,12.54,67000000000,71550000000,17.1,1.57,3.63,13.98,3.63,10210000000,13.98,3100000000,1.973,1.4,11.3,2420000000,1.55,6970000000,1.378,8.216,4480000000,0.259,6.63,61.02,10380000,3.621,0.71,9490000,underperform
19,1/25/2005 12:44,1106653451,abt,45.93,7.013047530288905,1168.410034,4.117811888943839,2.8952356413450655,0.508,23.31,3.66,5.53,16.36,20.14,11.37,24.1,12.04,71530000000,76200000000,16.7,1.54,4.03,14.54,4.03,10210000000,14.54,3100000000,1.97,1.4,11.3,1910000000,1.23,6580000000,1.4,8.319,4250000000,0.246,6.63,61.38,10790000,2.584,0.74,9690000,outperform
20,2/28/2005 19:21,1109614914,abt,45.61,6.267474370922642,1203.599976,7.253611526846333,-0.986137156,0.508,23.15,3.81,5.56,16.36,20.14,11.37,24.1,12.04,71030000000,76730000000,16.59,1.69,4.05,14.64,4.05,10210000000,14.64,3100000000,1.97,1.4,11.3,1910000000,1.23,6580000000,1.4,8.319,4250000000,0.216,6.63,67.36,7110000,1.952,0.49,10790000,underperform
21,8/11/2011 20:49,1313092140,ace,63.42,62.19948849104859,1172.640015,8.644176250210302,53.55531224083829,27.7,8.52,1.23,0.83,15.54,19.58,2.36,11.17,48.24,23530000000,23530000000,8.49,1.1,1.44,7.31,1.44,5730000000,7.31,2540000000,7.44,10.3,13.1,3210000000,9.51,6680000000,0.72,71.36,23530000000,0.61,0.19,3.3,2370000,1.3,0.8,2200000,outperform
22,3/30/2005 6:50,1112165428,aci,41.15,33.69070825211175,1181.410034,10.614770126609459,23.07593812550229,0.936,22.02,1.35,2.47,5.73,3.92,3.92,11.81,31.153,2580000000,3380000000,11.96,3.83,1.7,13.83,1.7,438460000,13.83,106520000,1.87,581.4,33.3,323170000,5.15,1010000000,1.949,17.375999,146730000,0.035,0.67,95,7740000,4.298,12.42,6890000,outperform
23,8/18/2011 1:16,1313626601,aci,19.7,-35.99740091,1140.650024,6.798432862871357,-42.79583377,118.77,20.59,1.23,1.2,4.62,12.59,3.65,5.69,21.08,8400000000,8400000000,5.24,0.38,2.41,10.08,2.41,790460000,10.08,161180000,0.96,83.3,28.9,82350000,0.39,4200000000,1.24,16.73,8400000000,1.83,0.73,89.3,6310000,1.1,5,7820000,underperform
24,12/10/2004 6:26,1102656384,acn,26.2,0,1188,0,0,0.023,21.49,1.65,16.89,8.09,11.64,16.38,54.3,15.096,24570000000,22060000000,16.9,1.25,1.46,10.94,1.46,4310000000,10.94,690830000,1.219,103.4,2.2,2840000000,3.03,33880000,1.381,1.57,1800000000,1.702,6.45,36.09,2420000,0.523,0.28,2029999.9999999998,underperform
25,2/10/2005 3:10,1108001456,acn,25.51,-2.633587786,1197.01001,0.7584183501683472,-3.392006136,0.023,21,1.56,13.88,7.74,10.95,15.15,48.93,15.748,23970000000,21460000000,16.25,1.19,1.37,10.97,1.37,4620000000,10.97,712760000,1.22,38.7,12.8,2870000000,3.05,40000000,1.45,1.862,1570000000,1.686,6.38,36.29,2780000,0.979,0.32,2640000,underperform
26,4/4/2005 5:07,1112591260,acn,24.44,-6.717557252,1176.119995,-1.000000421,-5.717556831,0.023,20.12,1.45,12.97,7.74,10.95,15.15,48.93,15.748,22960000000,20140000000,15.57,1.11,1.29,10.29,1.29,4620000000,10.29,712760000,1.22,38.7,12.8,2870000000,3.05,40000000,1.45,1.862,1570000000,1.671,6.38,38.48,4690000,1.752,0.53,4450000,underperform
27,9/1/2011 16:51,1314892297,acn,53.62,104.6564885496183,1204.420044,1.3821585858585828,103.27432996375973,0.11,17.02,1.33,9.32,8.12,12.83,15.56,62.34,40.45,29280000000,29280000000,14.11,1.46,1.13,7.64,1.13,7250000000,7.64,2109999999.9999998,3.15,28,20.6,5260000000,8.16,4620000,1.51,5.75,29280000000,0.79,45.71,73.7,12350000,1.8,1.9,11590000,outperform
28,11/8/2011 0:40,1320709219,acn,58,121.37404580152673,1275.920044,7.400677104377102,113.97336869714964,0.1,17.07,1.36,9.63,8.33,12.97,15.52,66.97,42.37,31630000000,31630000000,13.74,1.44,1.16,7.79,1.16,8390000000.000001,7.79,2280000000,3.4,37.4,23,5710000000,8.9,4420000,1.45,6.05,31630000000,0.82,45.71,73.7,11830000,1.9,1.9,11120000,outperform
29,11/12/2004 17:19,1100276377,adbe,58.1,0,1184.170044,0,0,3.1,34.06,8.74,11.37,26.34,35.14,26.31,37.06,6.475,13860000000,12800000000,29.79,2.17,8.02,20.77,8.02,1200000000,20.77,420250000,1.706,39.2,11.2,1140000000,4.78,3.1,3.1,5.137,621520000,1.458,1.9,82.95,6930000,2.476,2.96,8310000.000000001,underperform
30,2/7/2005 16:20,1107789607,adbe,63.67,9.586919104991393,1201.719971,1.4820444993455708,8.104874605645822,3.436,35,9.16,10.78,27.02,35.51,26.01,36.15,6.73,15190000000,14310000000,28.81,2.12,8.59,21.93,8.59,1560000000,21.93,450400000,1.82,39.2,11.2,1310000000,5.38,3.436,3.436,5.934,621520000,1.519,10.85,80.71,6930000,2.587,3.18,6620000,outperform
31,4/5/2005 4:12,1112674342,adbe,66.58,14.595524956970735,1181.390015,-0.23476603,14.830290986907565,3.511,34.7,9.47,9.99,27.93,34.92,25.97,35.48,6.882,16200000000,14780000000,28.45,2.09,8.61,22.34,8.61,1560000000,22.34,479260000,1.92,69.1,28.7,1470000000,6.03,3.511,3.511,6.682,683740000,1.615,0.79,83.16,5780000,2.594,2.4,5350000,outperform
32,8/5/2011 4:11,1312513906,adbe,26.15,-54.99139415,1199.380005,1.2844406153547336,-56.27583476,28.17,14.01,3.34,2.51,23.78,28.84,8.93,18.22,7.98,12410000000,12410000000,10.18,1.01,3.07,8.56,3.07,3400000000,8.56,962940000,1.87,54.4,8.5,2630000000,5.32,1520000000,3.23,10.92,12410000000,1.54,0.43,86.3,13350000,2,2.6,13890000,underperform
33,10/18/2011 13:47,1318942046,adbe,26.24,-54.83648881,1225.380005,3.4800712286891815,-58.31656004,27.25,14.37,3.16,2.32,22.79,28.13,8.71,17.43,8.12,11680000000,11680000000,10.29,0.91,2.87,8.23,2.87,3400000000,8.23,927980000,1.83,15.2,2.3,2720000000,5.54,1520000000,3.36,11.29,11680000000,1.56,0.43,86.3,17400000,2.4,3.5,17780000,underperform
34,5/12/2004 18:46,1084383987,adi,45.04,-10.81188119,1097.280029,-3.643403872,-7.168477316,6.053,49.06,7.97,5.07,16.25,20.38,7.46,11.15,5.663,16829999999.999998,15120000000,22.52,1.46,6.92,33.84,6.92,1120000000,33.84,355130000,0.918,183.3,19.9,2310000000,6.17,6.053,6.053,9.198,519360000,2.687,1.52,79.83,7640000,2.365,2.08,7180000,underperform
35,6/22/2004 9:09,1087891753,adi,45.03,-10.83168317,1134.410034,-0.382868,-10.44881517,5.778,40.35,7.28,4.78,18.48,23.06,9.37,13.19,6.058,16920000000.000002,14380000000,20.1,1.25,6.09,26.34,6.09,1120000000,26.34,436400000,1.116,183.3,19.9,2540000000,6.76,5.778,5.778,9.575,648600000,2.715,1.53,82.04,6910000,1.735,1.87,7640000,underperform
36,8/10/2004 2:07,1092100048,adi,35.92,-28.87128713,1079.040039,-5.245131146,-23.62615598,5.778,32.19,5.76,3.78,18.48,23.06,9.37,13.19,6.058,13500000000,11060000000,16.04,0.99,4.68,20.26,4.68,1120000000,20.26,436400000,1.116,183.3,19.9,2540000000,6.76,5.778,5.778,9.575,648600000,2.647,1.53,81.98,6850000,1.84,1.85,7900000,underperform
37,11/11/2004 9:56,1100163375,adi,38.5,-23.76237624,1173.47998,3.0480219351050475,-26.81039817,6.081,28.75,5.83,3.95,20.57,25.51,11.51,15.24,6.522,14570000000,11880000000,25.16,1.33,4.64,18.14,4.64,1120000000,18.14,526500000,1.339,183.3,19.9,2690000000,7.11,6.081,6.081,9.991,648600000,2.739,1.53,81.08,10960000,2.55,2.94,11000000,underperform
38,1/24/2005 3:34,1106534068,adi,34.47,-31.74257426,1163.75,2.1935930487527298,-33.93616731,6.223,23.74,4.94,3.43,21.67,26.55,12.77,15.94,6.704,12960000000,10270000000,20.52,1.36,3.9,14.63,3.9,1550000000,14.63,570740000,1.452,91.3,28.6,2680000000,7.14,6.223,6.223,10.11,778040000,2.443,1.53,82.09,8740000,1.974,2.36,11190000,underperform
39,3/17/2005 1:05,1111021545,adi,35.92,-28.87128713,1190.209961,4.517149213324047,-33.38843634,6.453,25.08,5.22,3.65,21.52,26,12.28,15.29,6.661,13380000000,11020000000,22.04,1.59,4.23,16.2,4.23,1550000000,16.2,561340000,1.43,91.3,28.6,2600000000,6.98,6.453,6.453,10.025,703270000,2.582,1.67,81.54,8700000,2.413,2.37,8740000,underperform
40,4/8/2005 23:33,1113003200,adi,35.67,-29.36633663,1181.199951,3.725943803824422,-33.09228044,6.453,24.91,5.15,3.6,21.52,26,12.28,15.29,6.661,13290000000,10850000000,21.88,1.57,4.16,15.94,4.16,1550000000,15.94,561340000,1.43,91.3,28.6,2600000000,6.98,6.453,6.453,10.025,703270000,2.77,1.67,80.82,8900000,2.407,2.43,8700000,underperform
41,8/5/2011 4:12,1312513955,adi,31.63,-37.36633663,1199.380005,5.3224078554509235,-42.68874449,25.32,10.94,3.34,2.8,29.52,36.38,15.06,27.25,10.07,7510000000,7510000000,10.44,1.15,2.5,6.19,2.5,1800000000,6.19,881920000,2.89,44.7,18.3,3430000000,11.45,906930000,7.3,11.96,7510000000,1.04,1.93,85.1,6320000,1.8,2.1,6350000,underperform
42,4/14/2004 16:44,1081957465,adm,16.81,16.091160220994464,1128.170044,6.578936174894283,9.512224046100181,0.789,18.64,0.33,1.45,1.76,2.69,3.23,8.19,51.297,10890000000,15790000000,15.01,1.72,0.48,10.07,0.48,1730000000,10.07,582830000,0.902,11.7,30.9,1250000000,1.93,6000000000,1.523,11.738,673600000,0.393,9.61,64.81,5340000,1.937,0.91,4890000,outperform
43,11/30/2004 7:08,1101794932,adm,21.23,46.61602209944751,1173.819946,10.891511231751752,35.72451086769576,0.613,22.59,0.37,1.76,1.64,2.52,3.15,7.97,57.207,13900000000,17320000000,14.25,2.28,0.47,10.67,0.47,2150000000,10.67,610830000,0.94,9.7,17.7,1420000000,2.17,4850000000,1.605,12.075,860610000,0.397,13.63,65.48,3440000,1.062,0.61,3570000,outperform
44,1/26/2005 0:58,1106697486,adm,22.65,56.42265193370164,1174.069946,10.915128889555579,45.507523044146055,0.613,24.1,0.4,1.89,1.64,2.52,3.15,7.97,57.207,14820000000,18380000000,15,2.37,0.49,11.32,0.49,2150000000,11.32,610830000,0.94,9.7,17.7,1420000000,2.17,4850000000,1.605,12.075,860610000,0.452,13.63,65.03,4540000,2.221,0.8,5080000,outperform
45,2/8/2005 21:21,1107894076,adm,23.71,63.74309392265194,1202.300049,13.58204453923904,50.161049383412895,0.613,25.22,0.42,1.99,1.64,2.52,3.15,7.97,57.207,15520000000,19120000000,15.1,1.79,0.51,11.78,0.51,2150000000,11.78,610830000,0.94,9.7,17.7,1420000000,2.17,4850000000,1.605,12.075,860610000,0.428,13.63,64.67,4540000,2.221,0.8,5080000,outperform
46,2/14/2005 20:39,1108409986,adm,24.5,69.19889503,1206.140015,13.944808551104405,55.25408648,0.528,22.73,0.43,2.01,1.9,2.69,3.56,8.88,56.837,16040000000,19170000000,15.61,1.8,0.52,11.42,0.52,2150000000,11.42,703510000,1.08,9.7,17.7,1250000000,1.9,4510000000,1.741,12.075,860610000,0.428,13.64,64.8,4540000,2.221,0.8,5080000,outperform
47,7/29/2011 19:09,1311962962,adm,30.64,111.60220994475138,1292.280029,22.082510046580833,89.51969989817054,85.48,9.43,0.27,1.18,2.86,3.56,4.3,13.25,114.86,32290000000,32290000000,9.09,0.96,0.44,9.17,0.44,3840000000,9.17,2100000000,3.25,37.3,32.6,1620000000,2.54,14260000000,1.74,26.1,32290000000,0.28,2.14,71.4,10470000,1.7,1.7,10740000,outperform
48,8/5/2011 4:13,1312514007,adm,28.05,93.71546961325967,1199.380005,13.30618613938254,80.40928347387714,85.48,8.64,0.26,1.14,2.86,3.56,4.3,13.25,114.86,31540000000,31540000000,7.84,0.85,0.43,8.96,0.43,3840000000,8.96,2100000000,3.25,37.3,32.6,1620000000,2.54,14260000000,1.74,26.1,31540000000,0.26,2.14,71.4,10470000,1.7,1.7,10740000,outperform
49,9/28/2011 4:29,1317180540,adm,25.77,77.96961326,1151.060059,8.74137034,69.22824292,54.78,8.23,0.21,0.92,2.52,3.34,4.55,12.06,125.66,26220000000,26220000000,7.49,0.82,0.33,7.35,0.33,4300000000,7.35,2040000000,3.13,14.6,45.6,1350000000,2,10320000000,2.08,27.82,26220000000,0.29,2.14,71.4,13680000,1.6,2.2,12800000,outperform
50,5/12/2004 18:03,1084381419,adp,45.7,0,1097.280029,0,0,0.015,29.11,3.65,4.92,12.4,19.84,4.31,17.45,12.644,26980000000,26510000000,26.42,2.93,3.5,14.61,3.5,4050000000,14.61,940350000,1.57,7.5,2,1230000000,2.08,82050000,1.553,9.526,1510000000,1.073,1.99,72.48,6230000,2.9,1.08,6970000,underperform
51,8/5/2011 4:11,1312513911,adp,47.88,4.770240700218817,1199.380005,9.304824046879649,-4.534583347,0.57,19,2.49,4.09,12.7,18.47,3.73,21.83,20.02,23170000000,23170000000,15.75,1.66,2.34,10.81,2.34,3900000000,10.81,1250000000,2.52,16.3,14.5,1430000000,2.88,34200000,1.07,12.15,23170000000,0.64,0.17,74.7,4950000,1.9,1,5330000,underperform
52,1/4/2012 0:07,1325632071,adp,54.46,19.16849015317286,1277.300049,16.406023552990405,2.7624666001824565,0.61,21.19,2.59,4.38,12.57,18.19,3.93,21.71,20.65,25160000000,25160000000,17.97,1.95,2.47,11.58,2.47,4150000000.0000005,11.58,1280000000,2.57,8.7,13.1,1270000000,2.6,36500000,1.1,12.33,1800000000,0.74,0.17,74.7,5070000,2.1,1,6240000,outperform
53,8/3/2004 23:39,1091572761,adsk,39.96,116.70281995661604,1099.689941,6.781566891059492,109.92125306555654,1.614,32.07,4.31,7.03,14.95,14.74,16.1,25.5,8.332,4540000000,4130000000,23.37,1.54,3.97,26.86,3.97,803520000,26.86,155310000,1.246,277.1,15.4,353930000,3.12,1.614,1.614,5.614,257959999.99999997,1.06,4.76,88.88,4580000,2.112,4.24,4820000,outperform
54,4/19/2005 9:08,1113898088,adsk,31.69,71.85466377440348,1152.780029,11.93669523375316,59.91796854065032,1.637,35.49,5.86,11.13,17.95,19.04,20.97,34.17,4.985,7230000000,6690000000,24.76,1.65,5.42,23.33,5.42,1060000000,23.33,221510000,0.89,84.1,29.6,532690000.00000006,2.34,1.637,1.637,2.847,373130000,1.315,2.15,87.25,4150000.0000000005,1.359,1.86,5620000,outperform
55,9/24/2004 17:33,1096043630,aee,46.07,0,1110.109985,0,0,0.804,14.58,1.88,1.61,11.08,23.11,3.74,11.34,28.079,8950000000,12830000000,15.1,5.47,2.69,7.89,2.69,3080000000,7.89,527720000,3.16,37.2,19.6,511000000,2.63,4380000000,1.598,28.576,1040000000,0.12,1.02,54.42,7410000,9.802,3.85,3960000,underperform
56,11/2/2004 15:30,1099405815,aee,48.01,4.210983286303446,1130.560059,1.842166477,2.3688168094385564,0.804,15.31,1.96,1.68,11.1,23.14,3.74,11.34,27.933,9330000000,13210000000,15.74,5.77,2.78,8.13,2.78,3080000000,8.13,527890000,3.136,37.2,19.6,511000000,2.63,4380000000,1.598,28.576,1040000000,0.107,1.02,54.9,3610000,7.157,1.88,7080000,outperform
57,4/4/2005 22:37,1112654265,aep,33.96,7.332490518331227,1176.119995,6.950145777499653,0.38234474083157366,1.435,11.93,0.96,1.59,8.02,16.31,3.24,13.42,35.497,13460000000,25190000000,13.27,4.03,1.79,7.01,1.79,7610000000,7.01,1130000000,2.85,890,3.4,708000000,1.79,12310000000,0.803,21.51,2600000000,0.383,0.76,65.52,19500000,11.574,4.96,7040000,outperform
58,4/8/2011 4:53,1302238423,aep,35.47,12.10493046776232,1328.170044,20.776774841846066,-8.671844374,136.63,14.02,1.19,1.26,8.39,20.49,3.74,9.04,30.1,35310000000,35310000000,10.91,2.81,2.45,7.46,2.45,8260000000,7.46,1210000000,2.53,26.1,4.6,485000000,1.01,18690000000,0.77,28.33,35310000000,0.55,0.08,68.3,4840000,1.8,1,4120000,underperform
59,12/30/2011 9:10,1325232657,afl,43.27,29.434639545318586,1257.599976,22.114871613105713,7.319767932212873,33.03,10.98,0.94,1.59,8.62,14.16,1.79,15.56,46.04,22440000000,22440000000,6.5,0.62,1.04,7.17,1.04,4930000000,7.17,1860000000,3.94,7.8,11.9,1960000000,4.2,4200000000,0.42,27.25,9610000000,2.53,3.03,65.3,9160000,2.5,2,9130000,outperform
60,8/10/2004 2:33,1092101618,agn,69.32,-9.562948467,1079.040039,3.3929681812856654,-12.95591665,0.637,59.2,5.03,9.91,8.33,15.94,8.48,18.98,14.349,9310000000,9510000000,21.33,1.22,5,25.85,5,1440000000,25.85,157800000,1.171,169.8,24.3,650600000,4.85,602800000,3.024,7.186,365000000,0.144,1.98,89.14,2630000,4.17,2,2730000,underperform
61,11/2/2004 14:09,1099400989,agn,72.5,-5.414220483,1130.560059,8.329585541189948,-13.74380602,0.637,55.86,5.12,10.09,8.83,15.94,9.21,20.64,14.903,9730000000,9690000000,22.38,1.43,4.92,26.32,4.92,1440000000,26.32,173800000,1.298,169.8,24.3,650600000,4.85,602800000,3.024,7.186,424800000,0.165,1.98,89.42,3140000,2.86,2.38,2710000,underperform
62,3/10/2005 1:40,1110415257,agn,75.47,-1.539465101,1209.25,15.869608405902436,-17.40907351,0.522,26.6,4.85,8.89,18.48,25.78,18.9,40.7,15.383,9910000000,9610000000,20.73,1.34,4.7,18.22,4.7,1440000000,18.22,377100000,2.84,169.8,24.3,894800000,6.82,583200000,2.994,8.501,518600000,0.275,1.97,90.41,3200000,3.038,2.49,3400000,underperform
63,5/5/2011 15:24,1304605458,all,33.65,-30.25906736,1335.099976,20.267360355289473,-50.52642771,30.87,13.71,0.56,0.92,4.18,6.79,1.03,7.19,59.05,21280000000,21280000000,8.93,1.11,0.67,8.83,0.67,8830000000,8.83,1330000000,2.45,332.5,4.5,2630000000,5.03,5970000000,0.51,36.85,21280000000,1.58,0.08,72,7480000,1.9,1.5,7280000,underperform
64,7/14/2011 0:16,1310598969,all,29.87,-38.09326425,1308.869995,17.90453312605777,-55.99779737,30.87,12.17,0.49,0.81,4.18,6.79,1.03,7.19,59.05,19020000000,19020000000,7.9,2.76,0.6,7.89,0.6,8830000000,7.89,1330000000,2.45,332.5,4.5,2630000000,5.03,5970000000,0.51,36.85,19020000000,1.6,0.08,72,7280000,1.8,1.4,8440000,underperform
65,6/22/2004 11:22,1087899760,altr,20.1,0,1134.410034,0,0,3.203,42.58,8.6,6.69,21,27.01,12.31,16.06,2.249,7520000000,6470000000,23.65,1.49,7.39,23.02,7.39,561330000,23.02,183760000,0.472,70,16.2,1050000000,2.82,3.203,3.203,3.006,320430000,2.239,2.07,84.97,11690000,1.526,3.19,10440000,underperform
66,9/17/2004 1:25,1095380717,altr,19.5,-2.985074627,1128.550049,-0.516566746,-2.468507881,3.044,33.8,7.69,6.36,23.75,29.9,14.57,19.54,2.426,7250000000,6490000000,23.49,1.35,6.91,20.17,6.91,561330000,20.17,222970000,0.577,70,16.2,1080000000,2.9,3.044,3.044,3.05,314500000,2.272,2.06,84.8,12820000,1.754,3.52,9210000,underperform
67,10/13/2004 13:42,1097671340,altr,19.79,-1.542288557,1113.650024,-1.830027008,0.28773845046324587,3.044,34.3,7.84,6.49,23.75,29.9,14.57,19.54,2.426,7360000000,6280000000,24.74,1.42,6.69,19.52,6.69,561330000,19.52,222970000,0.577,70,16.2,1080000000,2.9,3.044,3.044,3.05,314500000,2.287,2.06,84.82,16719999.999999998,2.173,4.59,12820000,outperform
