,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
713,5/27/2005 9:02,1117180943,low,57.89,-1.312649165,1198.780029,13.249506027948499,-14.56215519,0.307,20.08,1.19,3.72,6.14,9.98,10.97,20.49,46.653,44750000000,47210000000,15,0.83,1.25,9.69,1.25,12300000000,9.69,2310000000,2.88,15.9,18.2,1230000000,1.59,3690000000,1.191,15.545,3030000000,0.884,8,82.74,16239999.999999998,4.831,2.28,16469999.999999998,underperform
714,9/27/2011 2:38,1317087487,low,19.82,-66.21206955,1175.380005,11.038890990214881,-77.25096054,39.45,13.59,0.51,1.48,4.06,7.55,6.7,11.01,36.48,30590000000,30590000000,11.13,0.93,0.63,5.77,0.63,17149999999.999998,5.77,1960000000,1.46,0.2,1.3,908000000,0.72,6620000000,1.17,13.32,30590000000,1.05,0.23,74.4,22170000,1,1.7,14500000,underperform
715,8/18/2011 8:25,1313652333,lrcx,38.34,43.81095273818456,1140.650024,-0.397304156,44.208256894199145,29.9,6.62,1.47,1.92,22.35,25.2,15.58,34.16,26.21,3370000000,3370000000,9.93,1.42,1.04,3.78,1.04,969940000,3.78,723750000,5.79,10,8.2,2120000000,17.13,738490000,4.79,19.94,3370000000,1.45,9.41,76.3,4030000.0000000005,1.6,3.9,5020000,outperform
716,8/19/2011 15:10,1313763038,lrcx,36.51,36.946736684171036,1123.530029,-1.892239166,38.838975850010826,29.9,6.31,1.38,1.81,22.35,25.2,15.58,34.16,26.21,3090000000,3090000000,9.46,1.42,0.96,3.47,0.96,969940000,3.47,723750000,5.79,10,8.2,2120000000,17.13,738490000,4.79,19.94,3090000000,1.45,9.41,76.3,4030000.0000000005,1.6,3.9,5020000,outperform
717,9/17/2004 16:14,1095434043,ltd,21.97,0,1128.550049,0,0,0.147,14.87,1.11,2.32,8.21,11.12,10.58,15.96,18.114,10310000000,8439999999.999999,14.95,0.99,0.91,6.38,0.91,3250000000,6.38,761000000,1.477,42.8,5.8,2100000000,4.47,648000000,2.661,9.412,995890000,1.459,17.15,77.21,7770000,3.909,2,6520000,underperform
718,11/29/2004 3:19,1101694762,ltd,25.78,17.34182976786528,1178.569946,4.4322267359185705,12.90960303194671,0.147,17.45,1.3,2.74,8.21,11.12,10.58,15.96,18.114,12100000000,10650000000,15.91,1.14,1.15,8.06,1.15,3250000000,8.06,761000000,1.477,42.8,5.8,2100000000,4.47,648000000,2.661,9.412,1130000000,1.499,10.5,80.16,6980000,2.37,1.66,8060000.000000001,outperform
719,4/5/2005 14:35,1112711712,ltd,24.87,13.199817933545754,1181.390015,4.682111001352675,8.517706932193079,0.257,17.82,1.07,2.24,7.63,11.18,9.78,15.16,18.614,10110000000,9010000000,14.21,1.15,0.97,6.73,0.97,3250000000,6.73,710000000,1.4,42.8,5.8,2130000000,5.25,1150000000,3.089,10.974,1010000000,1.311,10.27,77.58,10120000,6.026,2.78,8220000.000000001,outperform
720,5/4/2011 11:42,1304505751,ltd,41.23,87.66499772416931,1347.319946,19.38504165,68.27995607769111,173.6,17.04,1.37,8.97,8.37,13.42,11.84,43.98,29.76,14580000000,14580000000,15.21,1.34,1.52,8.66,1.52,3030000000,8.66,805000000,2.42,27.2,12.8,1130000000,3.54,2560000000,1.72,4.6,14580000000,1.72,16.19,79.3,10340000,2.2,4.5,6450000,outperform
721,10/31/2011 8:36,1320046578,ltd,43.89,99.77241693218026,1253.300049,11.05400687462112,88.71841005755914,577.12,15.75,1.29,21.14,9,12.65,12.09,67.46,31.96,15670000000,15670000000,15.13,1.13,1.55,9.35,1.55,3630000000,9.35,910000000,2.79,29.8,9.6,1040000000,3.47,3610000000,1.97,2.08,15670000000,1.6,16.19,79.3,8550000,2.3,3.7,9570000,outperform
722,4/27/2004 12:52,1083066731,luv,14.73,-6.357279085,1138.109985,6.560610411722596,-12.9178895,0.314,27.28,1.92,2.32,7.33,7.96,4.58,9.22,7.364,11640000000,11390000000,21.99,2,1.88,12.99,1.88,1900000000,12.99,445000000,0.54,83.4,7.5,1820000000,2.31,1580000000,1.1,6.359,1340000000,0.834,1.34,78.38,15430000,2.83,1.98,14100000,underperform
723,6/21/2004 10:04,1087808652,luv,15.88,0.953591863,1130.300049,5.829370409960817,-4.875778547,0.314,29.41,2.02,2.44,7.33,7.96,4.58,9.22,7.364,12550000000,12300000000,23.7,2.12,2.03,14.03,2.03,1900000000,14.03,445000000,0.54,83.4,7.5,1820000000,2.31,1580000000,1.1,6.359,1490000000,0.828,1.34,74.11,14460000,4.495,1.85,15430000,underperform
724,2/23/2005 23:41,1109198516,luv,14.09,-10.4259377,1190.800049,11.493952053982873,-21.91988975,0.334,36.5,1.66,1.96,4.81,8.5,2.85,5.9,8.019,11040000000,11350000000,21.35,1.8,1.74,11.51,1.74,2040000000,11.51,314000000,0.39,29.2,10,1310000000,1.67,1850000000,1.014,7.037,1160000000,0.9,0.52,75.84,12260000,4.277,1.57,12560000,underperform
725,3/9/2005 6:43,1110347030,luv,14.8,-5.912269549,1207.01001,13.01168176523764,-18.92395131,0.334,38.34,1.78,2.1,4.81,8.5,2.85,5.9,8.019,11600000000,12140000000,23.12,1.97,1.86,12.31,1.86,2040000000,12.31,314000000,0.39,29.2,10,1310000000,1.67,1850000000,1.014,7.037,1160000000,0.913,0.52,77.75,12880000,3.363,1.65,12260000,underperform
726,9/27/2011 7:43,1317105789,m,27.32,8.974870362983646,1175.380005,-12.86122963,21.836099988681234,118.67,11.22,0.45,1.96,4.08,8.48,6.66,19.34,60.51,17250000000,17250000000,9.02,2.18,0.67,5.24,0.67,10180000000,5.24,1050000000,2.43,63.9,7.3,1500000000,3.5,7080000000,1.31,13.96,17250000000,1.83,0.13,89.6,14550000,1.3,3.4,13000000,outperform
727,11/15/2011 3:49,1321325351,m,30.55,21.858795372955726,1257.810059,-6.750139155,28.608934528429312,118.87,11.2,0.5,2.24,4.54,8.85,6.53,21.93,60.98,18960000000,18960000000,9.79,1.1,0.73,5.58,0.73,10180000000,5.58,1180000000,2.73,290,4.1,1100000000,2.61,6960000000,1.23,13.91,18960000000,1.66,0.13,89.6,17210000,1.8,4,15880000,outperform
728,12/23/2011 5:06,1324613195,m,31.87,27.12405265,1265.329956,-6.192638964,33.31669162,118.87,11.68,0.52,2.3,4.54,8.85,6.53,21.93,60.98,19310000000,19310000000,9.99,0.95,0.74,5.68,0.74,10180000000,5.68,1180000000,2.73,290,4.1,1100000000,2.61,6960000000,1.23,13.94,1790000000,1.41,0.13,89.6,16559999.999999998,1.9,3.9,17780000,outperform
729,7/11/2011 9:32,1310373167,ma,315.29,218.0570967416524,1319.48999,-6.238944821,224.29604156232273,0.4,21.19,7,7.81,34.07,51.34,23.3,43.26,43.76,36200000000,36200000000,15.76,0.94,6.32,11.68,6.32,5540000000,11.68,1950000000,14.88,23.5,14.8,3940000000,30.96,21000000,2.18,40.38,36200000000,0.85,10.67,78.9,1360000,1.3,1.3,1080000,outperform
730,5/17/2004 11:27,1084789656,mar,47.33,1.6756176154672422,1084.099976,3.2132147161585696,-1.537597101,0.471,23.09,1.16,2.91,6.04,5.08,6.86,13.56,37.721,10710000000,12230000000,18,1.37,1.32,19.26,1.32,900000000,19.26,503000000,2.05,81.2,6.8,203000000,0.9,1730000000,0.771,16.242001,513000000,1.07,14.01,63.44,5780000,5.03,2.97,6340000,underperform
731,9/24/2004 18:24,1096046677,mar,49.92,7.23952739,1110.109985,5.689533047602039,1.549994342301301,0.373,22.62,1.19,2.97,6,5.4,7.08,14.37,39.556,11430000000,12700000000,18.15,1.39,1.32,18.45,1.32,900000000,18.45,537000000,2.207,81.2,6.8,164000000,0.72,1430000000,0.796,16.798,704000000,1.081,13.93,59.23,4630000,3.687,2.35,4480000,outperform
732,12/16/2004 17:41,1103215314,mar,62.57,34.414607948442544,1203.209961,14.553243061148988,19.861364887293554,0.366,26.29,1.41,3.69,5.82,5.38,6.96,15.35,40.599,13990000000,15040000000,22.11,1.7,1.53,21.52,1.53,900000000,21.52,576000000,2.38,81.2,6.8,202000000,0.9,1380000000,0.701,16.802,848000000,1.119,13.91,60.2,4080000,3.755,2.12,5240000,outperform
733,10/5/2011 4:28,1317785317,mar,27.1,-41.783029,1144.030029,8.918937034373773,-50.70196604,257.22,20.86,0.77,8.14,4.09,6.74,5.82,41.7,33.13,12040000000,12040000000,15.85,1.35,1,12.23,1,1480000000,12.23,492000000,1.3,13.4,7.3,117000000,0.33,2920000000,1.01,3.22,12040000000,1.6,21.7,66.9,17610000,3.5,6.5,17320000,underperform
734,4/14/2004 22:47,1081979277,mas,28.86,0,1128.170044,0,0,0.766,19.28,1.19,2.41,6.89,12.85,6.2,13.85,22.375,13060000000,16370000000.000002,12.88,0.99,1.5,10.58,1.5,2970000000,10.58,740000000,1.497,197.1,12.7,795000000,1.76,4179999999.9999995,1.812,11.903,1460000000,0.614,3,82.93,8000000,3.356,1.82,7660000,underperform
735,9/20/2004 1:31,1095640314,mas,34.25,18.67636867636868,1122.199951,-0.52918379,19.205552466680338,0.883,18.1,1.26,2.92,7.77,13.55,7.4,16.87,24.731,14840000000,18750000000,13.48,0.99,1.61,10.9,1.61,2970000000,10.9,888000000,1.892,197.1,12.7,527000000,1.22,4430000000,1.886,11.555,1430000000,0.652,2.46,83.5,11420000,4.555,2.7,10460000,outperform
736,4/18/2005 15:05,1113833139,mas,32.83,13.756063756063753,1145.97998,1.5786570557088917,12.177406700354862,0.787,16.07,1.2,2.69,7.86,12.82,7.7,17.7,26.522,14620000000,17550000000,11.52,0.87,1.45,9.83,1.45,3720000000,9.83,930000000,2.04,10.8,10.4,1260000000,2.82,4269999999.9999995,2.05,12.14,1450000000,0.592,2.49,82.58,6630000,1.881,1.53,7990000,outperform
737,7/28/2004 21:21,1091046117,mat,17.4,0,1095.420044,0,0,0.357,14.8,1.48,3.73,10.26,14.85,12.17,23.84,11.601,7350000000,7780000000,13.59,1.25,1.55,9.25,1.55,2430000000,9.25,516390000,1.176,133.7,1.5,363500000,0.86,705900000,1.649,4.722,712860000,0.032,0.09,89.41,15720000,6.467,3.72,12530000,underperform
738,9/16/2004 1:00,1095292837,mat,17.98,3.3333333333333446,1123.5,2.5633962199070406,0.769937113,0.357,15.29,1.44,3.43,10.27,14.85,12.17,23.84,11.601,7450000000,7610000000,14.38,1.39,1.51,8.17,1.51,2430000000,8.17,516440000.00000006,1.176,133.7,1.5,363520000,0.88,705900000,1.649,5.11,686020000,0.015,0,89.94,15220000,8.119,3.68,15720000,outperform
739,3/9/2005 6:48,1110347293,mat,21,20.689655172413804,1207.01001,10.186956739674192,10.502698432739612,0.259,15.36,1.71,3.66,11.22,14.32,13.14,25.94,12.061,8710000000,8199999999.999999,14.79,1.6,1.61,11.22,1.61,2430000000,11.22,572680000,1.37,133.7,1.5,1160000000,2.79,618100000,1.527,5.748,609950000,0.125,1.99,91.67,10150000,4.725,2.5,11510000,outperform
740,4/13/2005 22:43,1113428601,mat,20.69,18.90804597701151,1173.790039,7.154332753838127,11.753713223173385,0.259,15.14,1.7,3.63,11.22,14.32,13.14,25.94,12.062,8620000000,8150000000,14.57,1.6,1.6,8.93,1.6,2410000000,8.93,572720000,1.37,6.5,2.9,1160000000,2.78,618130000,1.527,5.743,570370000,0.072,1.99,88.64,8940000,5.508,2.19,10150000,outperform
741,4/25/2011 4:34,1303702454,mat,26.67,53.27586206896554,1335.25,21.893880554188584,31.381981514776953,47.67,14.4,1.59,3.73,11.42,15.2,11.87,26.47,16.6,9460000000,9460000000,11.7,1.52,1.6,8.86,1.6,2950000000,8.86,668750000,1.85,33.2,8.2,1050000000,3.01,1200000000,2.65,7.21,9460000000,0.99,0.36,90.2,5410000,1.6,1.6,6550000,outperform
742,8/2/2011 23:02,1312322526,mat,25.48,46.436781609195414,1254.050049,14.481203431402612,31.955578177792802,38.92,13.06,1.49,3.68,11.62,15.48,12.66,28.37,17.19,9680000000,9680000000,10.71,0.96,1.6,8.79,1.6,2950000000,8.79,697150000,1.95,56.1,14.1,418480000,1.22,960000000,2.82,7.17,9680000000,0.99,0.36,90.2,4940000,1.2,1.4,6150000,outperform
743,4/23/2004 18:37,1082741843,mcd,27.5,8.182533438,1140.599976,6.793746896224739,1.388786542012861,0.812,23.29,2.02,2.89,8.8,16.52,6.07,13.37,13.428,34700000000,43810000000,15.28,2.01,2.56,11.01,2.56,5200000000,11.01,1510000000,1.181,64.7,11.3,492800000,0.39,9730000000,0.758,9.495,3270000000,0.77,0.15,72.68,11990000,2.85,0.95,12500000,outperform
744,6/10/2004 19:26,1086891967,mcd,26.98,6.136900078678201,1136.469971,6.407056805105412,-0.270156726,0.788,20.83,1.89,2.71,9.33,17,6.56,14.15,13.884,33979999999.999996,42250000000,14.58,1.91,2.38,10.12,2.38,5200000000,10.12,1660000000,1.295,64.7,11.3,969600000,0.77,9750000000,0.881,9.821,3580000000,0.783,0.15,73.31,8160000,1.499,0.65,11990000,underperform
745,8/11/2004 10:01,1092214893,mcd,26.74,5.1927616050353915,1075.790039,0.7256282271267922,4.467133377908599,0.722,19.21,1.81,2.6,9.76,17.35,6.98,14.71,14.261,33590000000.000004,41810000000,14,1.84,2.3,9.64,2.3,5200000000,9.64,1780000000,1.392,64.7,11.3,930800000,0.74,9140000000,1.123,10.08,3580000000,0.757,0.15,74.39,7510000,1.867,0.6,8220000.000000001,outperform
746,12/9/2004 7:02,1102572134,mcd,31.5,23.918174665617617,1189.23999,11.347884589933436,12.57029007568418,0.684,19.95,2.11,3.03,10.78,17.68,7.81,16.28,14.627,39600000000,46560000000,15.83,2,2.5,10.37,2.5,5200000000,10.37,2009999999.9999998,1.579,64.7,11.3,1560000000,1.24,8860000000,0.985,10.309,3960000000,0.806,0.4,73.9,6380000,1.146,0.51,6300000,outperform
747,5/25/2005 23:45,1117061137,mcd,30.89,21.518489378442165,1190.01001,11.419981137991774,10.098508240450391,0.592,15.76,2.01,2.67,12.82,18.45,9.4,18.67,15.3,39150000000,46430000000,14.5,1.88,2.38,9.65,2.38,10490000000,9.65,2490000000,1.96,54.9,11.2,1360000000,1.07,8660000000,1.048,11.548,3900000000,0.805,0.43,73.89,6700000,1.109,0.53,7120000,outperform
748,4/25/2011 20:34,1303760091,mcd,77.13,203.4225019669551,1335.25,25.018721325296685,178.40378064165841,78.62,16.84,3.33,5.54,20.55,30.34,14.68,34.51,22.58,89360000000,89360000000,13.95,1.48,3.71,10.41,3.71,9640000000,10.41,4950000000,4.58,2.1,4,2390000000,2.29,11510000000,1.49,13.88,89360000000,0.4,0.07,71.2,6850000,1.1,0.7,6660000,outperform
749,9/2/2011 18:17,1314983826,mcd,89.52,252.1636506687647,1173.969971,9.918161129912473,242.2454895388522,82.15,18.11,3.64,6.21,20.56,30.44,15.8,37.39,24.36,1.0314E+11,1.0314E+11,15.51,1.67,4.04,11.32,4.04,9640000000,11.32,5250000000,4.94,15,16.1,2069999999.9999998,2.01,12280000000,1.02,14.49,1.0314E+11,0.34,0.07,71.2,12380000,1.6,1.2,9500000,outperform
750,9/26/2011 2:23,1317000217,mcd,87.37,243.70574350904798,1162.949951,8.886362733073538,234.81938077597445,82.15,17.68,3.47,5.93,20.56,30.44,15.8,37.39,24.36,1.0035E+11,1.0035E+11,15.27,1.65,3.93,11.02,3.93,9640000000,11.02,5250000000,4.94,15,16.1,2069999999.9999998,2.01,12280000000,1.02,14.49,1.0035E+11,0.34,0.07,71.2,14560000,1.7,1.4,12380000,outperform
751,11/12/2004 17:21,1100276469,mchp,28.57,0,1184.170044,0,0,0.031,31.74,7.42,4.32,23.9,29.65,11.94,14.48,3.759,5890000000,5400000000,23.81,1.25,6.72,15.18,6.72,349960000,15.18,191930000,0.9,55.6,7.3,605860000,2.94,42280000,3.367,6.694,382940000,1.555,1.37,88.92,6780000,2.986,3.33,7820000,underperform
752,3/2/2005 12:12,1109761940,mchp,28.43,-0.490024501,1210.079956,2.1880229221539134,-2.678047423,0.031,29.58,7.1,4.09,24.59,30.09,12.26,14.98,3.904,5890000000,5240000000,25.61,1.29,6.31,14.17,6.31,349960000,14.17,204230000,0.96,55.6,7.3,695790000,3.36,44250000,3.558,6.948,390560000,1.496,1.38,79.06,5100000,2.238,2.5,3220000,underperform
753,3/10/2005 6:12,1110431570,mchp,27.44,-3.95519776,1209.25,2.117935352872348,-6.073133113,0.031,28.55,6.94,4,24.59,30.09,12.26,14.98,3.904,5690000000,5110000000,24.72,1.31,6.16,13.83,6.16,349960000,13.83,204230000,0.96,55.6,7.3,695790000,3.36,44250000,3.558,6.948,390560000,1.571,1.38,86.38,5100000,2.238,2.5,3220000,underperform
754,4/23/2004 16:28,1082734089,mck,31.82,0,1140.599976,0,0,0.343,16.04,0.14,1.87,0.87,1.31,3.9,12.36,227.702,9260000000,10770000000,13.09,0.94,0.16,9.72,0.16,3100000000,9.72,587900000,1.984,32.7,14.2,214200000,0.74,1700000000,1.409,17.066999,62300000,0.157,0.46,79.04,4690000,2.735,1.62,4610000,underperform
755,6/23/2004 12:51,1087991518,mck,34.46,8.296668761785043,1144.060059,0.30335639775604734,7.993312364028995,0.287,15.79,0.15,1.94,0.93,1.38,4.15,13.16,232.617,10090000000,10860000000,13.51,0.95,0.16,9.11,0.16,3100000000,9.11,646500000,2.183,32.7,14.2,717800000,2.45,1480000000,1.375,17.792999,62300000,0.281,0.48,78.42,4570000,2.796,1.57,4730000,outperform
756,1/25/2005 14:35,1106660122,mck,30.85,-3.048397234,1168.410034,2.438195562437924,-5.486592797,0.265,15.62,0.12,1.64,0.78,1.16,3.53,11.26,251.773,9070000000,9530000000,13.65,0.99,0.13,8.51,0.13,3250000000,8.51,584100000,1.975,16.4,21.7,1010000000,3.42,1470000000,1.364,18.823,1230000000,0.5,0.58,82.23,7950000,4.169,2.72,5790000,underperform
757,3/21/2011 3:46,1300679181,mck,77.92,144.87743557510998,1298.380005,13.833073147460773,131.04436242764922,57.37,18.42,0.18,2.76,1.03,1.85,4.39,14.87,420.17,20400000000,20400000000,13.86,1.34,0.19,8.35,0.19,5680000000,8.35,1060000000,4.23,52.5,0.1,3210000000,12.64,4059999999.9999995,1.1,27.85,20400000000,0.75,0.26,87.8,2650000,1.2,1,3230000,outperform
758,8/18/2011 12:17,1313666238,mck,77.25,142.7718416090509,1140.650024,0.004387866,142.76745374292315,57.67,16.81,0.17,2.75,1.04,1.76,4.31,16.21,451.68,19900000000,19900000000,10.99,0.96,0.17,8.13,0.17,5970000000,8.13,1120000000,4.6,4,9.2,3120000000,12.65,3990000000,1.17,28.08,19900000000,0.78,0.27,85.8,2710000,1.3,1.1,2540000,outperform
759,2/7/2005 15:54,1107788042,mco,86,32.63417643,1201.719971,6.032558031306653,26.60161840299315,2.036,33.63,9.14,86.59,27.77,53.15,39.34,1037.99,9.207,12720000000,12620000000,27.39,1.99,9.03,16.25,9.03,899300000,16.25,388000000,2.56,26,21.8,451000000,3.05,300300000,1.678,0.997,514700000.00000006,0.212,16.04,89.93,3390000,7.01,2.73,2029999.9999999998,outperform
760,5/27/2004 16:50,1085673018,mdt,48.07,0,1121.280029,0,0,0.284,31.42,6.56,6.47,21.91,31.26,14.85,23.1,6.98,58270000000,57270000000,21.56,1.38,6.68,18.09,6.68,5770000000,18.09,1880000000,1.53,62.6,19.6,1440000000,1.19,2470000000,1.138,7.167,2540000000,0.366,0.58,70.12,10380000,2.601,0.86,9280000,underperform
761,6/10/2004 20:00,1086894031,mdt,49,1.9346785937174946,1136.469971,1.3546965617096507,0.5799820320078439,0.284,32.03,7.03,6.94,21.91,31.26,14.85,23.1,6.98,59400000000,61290000000,22.07,1.47,7.15,19.37,7.15,5770000000,19.37,1880000000,1.53,62.6,19.6,1440000000,1.19,2470000000,1.138,7.167,2540000000,0.357,0.58,69.98,10380000,2.601,0.86,9280000,outperform
762,8/25/2004 17:49,1093452587,mdt,50.64,5.346369877262326,1104.959961,-1.455485479,6.801855356,0.248,30.36,6.49,6.43,21.76,30.95,15.07,23.33,7.662,61240000000,60730000000,22.81,1.46,6.48,20.65,6.48,6830000000,20.65,2040000000,1.668,22.5,18.6,2400000000,1.98,2340000000,1.367,7.815,2850000000,0.308,0.58,70.52,10380000,2.744,0.86,10910000,outperform
763,4/14/2005 15:36,1113489402,mdt,51.44,7.010609527771994,1162.050049,3.636024806074552,3.374584721697442,0.233,28.82,6.25,6.08,21.91,30.97,14.92,22.99,8.148,62220000000,61630000000,23.6,1.64,6.2,17.19,6.2,6830000000,17.19,2180000000,1.79,22.5,18.6,2930000000,2.42,2390000000,2.533,8.46,3000000000,0.405,0.53,70.29,13650000,3.146,1.13,12650000,outperform
764,8/5/2011 1:13,1312503231,mdt,32.84,-31.68296235,1199.380005,6.9652516748784405,-38.64821402,61.59,11.48,2.28,2.3,19.43,28.63,9.74,20.24,14.79,43810000000,43810000000,8.69,1.28,2.75,8.17,2.75,12020000000,8.17,3100000000,2.86,18.7,2.4,2430000000,2.29,9840000000,1.93,14.92,43810000000,1.05,0.09,76.1,11580000,1.8,1.1,12700000,underperform
765,10/7/2011 11:57,1317985070,mdt,32.74,-31.8909923,1155.459961,3.048295797302567,-34.9392881,61.52,11.41,2.13,2.12,19.05,28.47,9.65,19.95,15.12,42100000000,42100000000,8.75,1.17,2.6,7.74,2.6,12020000000,7.74,3090000000,2.87,1.1,7.3,2520000000,2.39,10050000000,1.93,15.47,42100000000,1.04,0.09,76.1,17070000,2.3,1.6,15290000,underperform
766,11/18/2011 21:13,1321647186,mdt,33.96,-29.35302684,1215.650024,8.416273594399318,-37.76930043,61.52,11.84,2.21,2.19,19.05,28.47,9.65,19.95,15.12,43290000000,43290000000,9.08,1.57,2.67,7.95,2.67,12020000000,7.95,3090000000,2.87,1.1,7.3,2520000000,2.39,10050000000,1.93,15.47,43290000000,0.96,0.09,76.1,11950000,2,1.1,13340000,underperform
767,1/10/2012 14:34,1326202463,mdt,39.3,-18.24422717,1292.079956,15.23258441981936,-33.47681159,61.43,12.39,2.52,2.48,20.64,29.43,9.9,21.49,15.42,49590000000,49590000000,10.54,1.68,3.02,8.74,3.02,12020000000,8.74,3390000000,3.17,53.9,5.9,2170000000,2.05,10280000000,1.9,15.86,4280000000.0000005,0.82,0.1,76.7,15350000,2.1,1.4,14330000,underperform
768,8/8/2011 11:10,1312798216,met,36.35,8.023774146,1119.459961,0.6780988471865392,7.345675298430112,124.35,15.46,0.66,0.72,4.51,6.35,0.35,5.7,58.4,63630000000,63630000000,6.2,0.67,1.09,14.67,1.09,23170000000,14.67,2390000000,2.35,20.6,20.4,41750000000,39.48,66940000000,2.07,50.41,63630000000,1.96,20.89,58.1,21840000,2.7,2.9,21460000,outperform
769,9/14/2004 17:48,1095180488,mkc,34.62,0,1128.329956,0,0,0.797,23.68,1.95,5.9,8.06,13,9.3,27.15,17.021,4750000000,5350000000,20.01,2.26,2.21,13.93,2.21,898600000,13.93,208240000,1.462,17.2,2.2,16120000.000000002,0.12,638690000,1.218,5.845,246340000,0.011,5.82,65.69,2980000,5.284,2.31,2220000,underperform
770,11/29/2004 6:21,1101705668,mkc,37.27,7.654534950895453,1178.569946,4.4525973748054986,3.2019375760899544,0.824,24.71,2.06,6.34,8.2,13.16,9.57,27.34,17.457,5100000000,5730000000,21.42,2.52,2.31,14.4,2.31,898600000,14.4,214350000,1.508,17.2,2.2,25910000,0.19,664040000,1.252,5.893,284960000,0.05,5.79,64.28,1900000,5.174,1.47,2130000,outperform
771,1/25/2005 9:39,1106642369,mkc,38.84,12.18948584633162,1168.410034,3.5521593472610027,8.637326499070618,0.824,25.76,2.14,6.59,8.2,13.16,9.57,27.34,17.457,5310000000,5950000000,22.32,2.68,2.4,14.94,2.4,898600000,14.94,214350000,1.508,17.2,2.2,25910000,0.19,664040000,1.252,5.893,284960000,0.106,2.57,64.56,1610000,4.738,1.21,1680000,outperform
772,3/16/2005 21:12,1111007526,mkc,37.36,7.914500288850382,1188.069946,5.2945496733758635,2.6199506154745187,0.717,24.63,2.02,5.73,8.11,13.17,9.33,26.22,17.835,5070000000,5670000000,19.56,2.28,2.25,14.02,2.25,1010000000,14.02,214510000,1.52,1.8,11.3,70300000,0.52,638200000,1.118,6.566,349500000,0.071,2.13,64.8,1720000,3.016,1.29,1610000,outperform
773,4/15/2005 9:40,1113554411,mkc,34.49,-0.375505488,1142.619995,1.2664769666010691,-1.641982455,0.733,22.92,1.82,5.16,7.85,12.87,9.05,25.06,18.099,4660000000,5300000000,18.15,2.15,2.07,13.17,2.07,1010000000,13.17,212440000,1.51,1.8,11.3,24390000,0.18,662910000,0.912,6.69,349500000,0.041,2.15,65.69,1740000,5.411,1.31,1720000,underperform
774,6/3/2004 1:32,1086222727,mmc,44.27,3.5555555555555634,1116.640015,5.440878728619316,-1.885323173,0.708,15.66,1.92,4.12,13.09,21.36,10.66,28.46,21.869,23170000000,26280000000,12.98,1.02,2.2,8.89,2.2,11590000000,8.89,1540000000,2.827,12.8,11,634000000,1.21,3950000000,0.981,10.662,1580000000,1.05,6.67,76.18,5160000,1.831,1.06,3620000,underperform
775,2/7/2005 11:49,1107773355,mmc,32.32,-24.39766082,1201.719971,13.474717031317319,-37.87237785,0.858,14.14,1.38,2.97,10.21,17.31,8.13,22.15,22.789,17030000000.000002,21310000000,15.92,1.57,1.74,8.35,1.74,11590000000,8.35,1230000000,2.28,12.8,11,577000000,1.1,4850000000,0.808,10.755,1670000000,0.917,4.66,71.5,11660000,3.015,2.32,10290000,underperform
776,6/3/2004 1:36,1086223012,mmm,85.61,4.402439024390243,1116.640015,4.550388957843178,-0.147949933,0.349,26.04,3.52,8.19,14.22,21.48,15.81,35.67,23.638,66959999999.99999,67349999999.99999,20.38,1.89,3.57,13.39,3.57,8950000000,13.39,2620000000,3.288,21.7,11.6,1820000000,2.32,2820000000,1.562,10.358,3950000000,0.491,0.78,72.72,7910000,2.677,1.02,9060000,underperform
777,12/10/2004 14:23,1102685018,mmm,78.97,-3.695121951,1188,11.231785009887632,-14.92690696,0.306,21.84,3.13,7.07,15.05,22.55,16.64,35.54,24.576,61480000000,61940000000,18.94,1.8,3.15,11.44,3.15,8950000000,11.44,2890000000,3.616,21.7,11.6,2200000000,2.83,2660000000,1.573,11.17,4219999999.9999995,0.545,0.79,72.85,7720000,1.762,1,6280000,underperform
778,2/7/2005 3:06,1107741981,mmm,84.08,2.536585365853657,1201.719971,12.516378330269696,-9.979792964,0.272,22.4,3.3,7.46,15.25,22.88,16.46,34.35,25.125,65459999999.99999,65519999999.99999,17.93,1.81,3.27,14.31,3.27,8950000000,14.31,2990000000,3.75,21.7,11.6,2760000000,3.54,2820000000,1.436,11.17,4219999999.9999995,0.552,0.53,71.13,5780000,1.762,0.75,5880000,underperform
779,3/7/2005 2:24,1110158653,mmm,86.46,5.439024390243895,1225.310059,14.725105263586466,-9.286080873,0.272,23.03,3.28,6.33,15.25,22.88,16.46,34.35,25.125,66780000000,66849999999.99999,18.4,1.86,3.34,11.99,3.34,10050000000,11.99,2990000000,3.75,24.4,9.8,2760000000,3.57,2820000000,1.436,13.417,4280000000.0000005,0.536,0.52,73.28,6510000,2.037,0.85,5780000,underperform
